1.086101640188648965e+00,3.287790137428343862e-02,-2.056316385807143710e-01,-6.514139173893120083e-02,4.868367859526778058e-03,3.752658546707128562e-02,1.410755953372634826e-02,-2.947588127611374884e-02,-2.399979132916269658e-02,-2.264916054627400324e-03,3.189076309632694894e-02,-2.147372612589291778e-04,-1.069956428534771069e-02,-5.661891347222306956e-04,-4.388640367632419374e-03,6.579593537403480123e-03,1.103469416947748007e-02,6.947323495697653103e-03,3.750204921773293799e-04,-4.017285817723097348e-03,-7.350788482008936697e-03,-3.829983362351204075e-03,-6.526361276989466574e-03,1.182325931995127253e-03,-3.504297727897275842e-03,-2.408159093818349351e-03,1.388198822226541403e-03,5.323541393229105738e-03,-4.870407575693079354e-03,9.152157707289228228e-03,8.098530864408544361e-03,6.800870694410409908e-03,-2.894901340291729935e-02,-3.196231657321187830e-02,2.480591649343882529e-02,3.646933411867339658e-02,1.585818810149608807e-02,-5.820193228695702548e-02,-2.026237579989727255e-01,3.424923294601704693e-02
3.287790137428344556e-02,1.110523127612388361e+00,3.005557430563711788e-02,-2.081424082595341174e-01,-6.099236471363964768e-02,2.019787523130467735e-02,3.325135062995245028e-02,2.049219078157102705e-02,-1.865068753268219262e-02,-1.434370039288083813e-02,-2.653501612494120043e-03,7.901409630346771171e-03,-1.823840410867585418e-04,-9.122576348068801508e-03,-6.389151233995369987e-03,3.753479462312671322e-03,7.445652603491145598e-03,6.159844310726056253e-03,-1.283984249505997453e-02,-1.206866022900991882e-03,1.470934952862617932e-03,-3.232055134468006345e-03,1.533454676975449940e-03,1.968293047393842189e-03,6.344835469572140778e-03,-3.690522917117630003e-03,-1.160390025472265649e-03,-8.588137596415967856e-03,-1.664264040592564400e-02,-3.643797645001581819e-04,6.291958954629184135e-03,1.100907646315379962e-02,5.015275232733621899e-03,-2.811598561622333237e-02,-1.355270602431931336e-02,2.403405025757853614e-02,3.795273976533772298e-02,1.042359665574912712e-02,-6.140153431828343500e-02,-2.156288318529375470e-01
-2.056316385807144265e-01,3.005557430563710400e-02,1.103121542777799391e+00,4.159469618017042070e-02,-2.135973778936710310e-01,-7.106896887687381981e-02,3.030169326311921846e-02,4.721595350496793353e-02,2.291342509374784137e-03,-1.819660518510186550e-02,-2.656248155899233743e-02,7.231682393721162571e-04,5.196184394569961298e-03,-5.450720771454717209e-04,-1.631679063086757808e-02,-6.598851976172581332e-03,1.168623318964609643e-02,4.802479637892464667e-03,-2.688063014791411236e-03,-4.465662770975121869e-03,-5.951889799760600765e-03,-1.148304652647959452e-02,-6.635690946224382780e-04,3.262807835238418740e-03,6.671991963469792500e-05,-4.376052381458889716e-03,-2.288913642634805672e-03,-8.722742475841442980e-03,5.273860931897796783e-03,-7.297685127044590929e-03,-3.975859816371888483e-03,5.250338916226824672e-03,1.354543289045642349e-02,1.014114825611803043e-02,-2.827553290055158028e-02,-3.034654327497967458e-02,1.811751281167512523e-02,3.558493702447330237e-02,2.292313811997977874e-02,-6.815924386406543856e-02
-6.514139173893118695e-02,-2.081424082595342284e-01,4.159469618017043457e-02,1.099105475721654290e+00,3.036705660696251835e-02,-1.971348817569122946e-01,-5.340898119048209658e-02,1.185407615099473393e-02,3.755096248125977532e-02,2.437052435121847202e-02,-2.238991920613662631e-02,-2.225949182084674405e-02,5.233809822182495310e-05,1.594625696771261383e-02,2.751120590585297808e-03,-3.468064328356605230e-03,-9.034364769015465479e-03,1.177738968798921516e-02,8.578353809658254003e-03,6.348943479608245601e-03,4.989400562402531401e-04,-1.069356337966313394e-02,-3.268213478685339478e-03,-7.486268610810792486e-03,-1.699759299308269481e-02,9.694138284048298485e-03,-2.815742703538539476e-03,-3.915790280236353810e-03,-2.659041998313062000e-03,1.796481886434310796e-02,6.342793058616351355e-04,-4.281866226742316386e-03,1.905703936084786852e-03,1.204343704569298297e-02,7.154438777578033155e-03,-1.266951774197543415e-02,-2.548674734640091893e-02,2.940992365396790861e-02,4.351611711464491855e-02,1.700019398014905592e-02
4.868367859526784996e-03,-6.099236471363963380e-02,-2.135973778936710310e-01,3.036705660696250794e-02,1.106079875878722696e+00,3.834611774595669820e-02,-2.154265852544348658e-01,-6.793245539398658217e-02,3.714633275144144792e-02,4.578653449918926310e-02,1.738314935580615589e-02,-2.167959525231906090e-02,-1.790181824599685820e-02,9.214028659329444315e-03,1.086026845546796300e-02,1.484305758630649966e-02,-6.709101616660211043e-03,-7.288613412668639921e-03,4.487722483993250404e-03,1.381486834177947723e-02,9.356021993040348692e-03,-1.029912863290173043e-02,-9.559481492174599568e-03,1.762850735011674838e-03,9.656140457629018570e-03,-3.017971164059576623e-03,-4.643607733663981246e-03,1.051404058640942069e-03,1.600835117080630669e-03,-1.249128162495505507e-03,-3.064674293057910708e-03,5.585684029169308944e-03,-4.043062098940188552e-03,-1.021232957554837813e-04,1.091546122236254981e-02,3.057789681193817059e-03,-2.097001707916907112e-02,-2.555437450544843087e-02,2.821953798370370470e-02,4.131393543605258595e-02
3.752658546707128562e-02,2.019787523130463572e-02,-7.106896887687379205e-02,-1.971348817569122391e-01,3.834611774595669126e-02,1.100914922988102118e+00,2.995789602190963852e-02,-2.058714786041124789e-01,-5.890792970782018217e-02,1.687215605003827834e-02,4.285139276083747839e-02,2.674249709823771359e-02,-1.381307709515116992e-02,-2.369913480086511398e-02,4.896628641072107817e-03,1.387316849898185753e-02,-3.470994068274405910e-03,-1.535465647918421266e-02,-1.488021890807270271e-02,1.316920593814941386e-02,1.749236217233488336e-02,-4.780202068790330959e-03,-1.328512876754819882e-02,-3.440657358023383686e-03,8.121383819782324737e-03,-1.282511657662027986e-03,4.266095225109255151e-03,1.288010366062439498e-03,-6.725128736279320854e-03,-5.992106232023766167e-04,-5.358015895358627344e-03,7.072576849772077481e-04,1.428445278521199948e-04,-2.384233810988814657e-03,4.253233100342542795e-03,1.319199382143302311e-02,1.967436706516797248e-03,-3.421816619189363418e-02,-1.529926028289744361e-02,1.886931868800701892e-02
1.410755953372632050e-02,3.325135062995244334e-02,3.030169326311926356e-02,-5.340898119048209658e-02,-2.154265852544349213e-01,2.995789602190963158e-02,1.098599792654848750e+00,3.851349147259720135e-02,-2.098695424150711086e-01,-5.259842534235870809e-02,2.857447107433152417e-02,3.025379513268531065e-02,1.445705283188981546e-02,-2.679793577917062228e-02,-2.548719244349457666e-02,8.398792548849374345e-03,1.925470010862297826e-02,3.961859135594123470e-03,-1.498715502602725007e-02,-1.032415461465737046e-02,1.173148011797296719e-02,8.786235745538016617e-03,8.543291706745302638e-03,1.873630111308503474e-03,-6.093107665372904727e-03,6.404937238175772811e-03,7.587671359550395359e-03,-2.538741583535908571e-03,-2.749068632295466330e-03,-9.110447776779544149e-03,-1.058242751979162352e-03,6.984472913928278792e-03,1.079894698166746804e-02,-2.637584911626456290e-03,-9.934908884396537881e-03,-3.030706096199081885e-03,1.511158210623237200e-02,7.640646093929163128e-03,-1.657202125620000493e-02,-2.280562294322866640e-02
-2.947588127611380782e-02,2.049219078157101318e-02,4.721595350496792659e-02,1.185407615099475995e-02,-6.793245539398658217e-02,-2.058714786041125899e-01,3.851349147259723604e-02,1.119328324271164687e+00,3.076622746593933935e-02,-2.043766711252305579e-01,-5.186466810399842364e-02,2.874558028749053112e-02,3.626807375681337375e-02,1.681530862594786749e-02,-2.449554925507695102e-02,-2.926940307767432123e-02,7.575179989385418672e-03,1.705247380444580019e-02,-1.078812839290976518e-03,-1.014504118253836684e-02,-1.162405747200289177e-02,6.751209267948700974e-04,3.070465814437962904e-03,-2.177671967537172723e-03,-2.446199404469272254e-02,-1.611937810806737207e-03,3.069072990066298748e-04,8.843740334940221716e-04,5.378269978944841614e-03,6.295052077841022456e-03,-9.945644201174587418e-03,-1.594277387543097113e-02,1.438462956875375016e-02,1.039701364707870321e-02,1.817022492209869168e-03,-4.092558435716496350e-03,-1.034991495412880026e-02,1.383592321763617641e-02,7.328820732340014799e-03,-2.362207069914501814e-02
-2.399979132916265495e-02,-1.865068753268214405e-02,2.291342509374814495e-03,3.755096248125981001e-02,3.714633275144144098e-02,-5.890792970782014054e-02,-2.098695424150711641e-01,3.076622746593934629e-02,1.109546194643674877e+00,2.834906811584505734e-02,-2.026240973124419364e-01,-5.730103508334179196e-02,2.471516899714619811e-02,4.764360995667205750e-02,1.428928323679626126e-02,-1.396314651980536635e-02,-1.769249458019463150e-02,1.652439340257394473e-02,1.209102858936183210e-02,-6.215541135324173733e-04,-1.517587383952556830e-02,-1.180557422084707077e-02,1.130623284466780037e-02,1.462753459405241249e-02,3.641295207236998951e-03,-9.848001740968654813e-03,-2.885360577667210298e-04,1.695794505154225168e-02,3.567885727674703286e-03,-4.652268167005806955e-03,-1.039162974038488479e-02,6.191325121568902641e-03,2.376723055577191577e-03,-1.090137534591099043e-02,5.643347079025191719e-03,9.781344687311375324e-03,-9.869595401353311800e-03,9.647655137570555848e-04,6.939783238246391081e-03,1.436222852672416851e-03
-2.264916054627384712e-03,-1.434370039288082078e-02,-1.819660518510186897e-02,2.437052435121846161e-02,4.578653449918928392e-02,1.687215605003829569e-02,-5.259842534235869421e-02,-2.043766711252305024e-01,2.834906811584508163e-02,1.099569000983628975e+00,3.254271229182346958e-02,-2.108759720264426762e-01,-6.059501795704315408e-02,2.783120355783617883e-02,2.500894858748638899e-02,1.652804495415310243e-02,-1.914986091531519982e-02,-1.189071251975003587e-02,1.252940772336335641e-02,8.387872179272387943e-03,4.027404243740729042e-03,-1.277433866667976835e-02,-1.298655662967827980e-02,1.019011460211906479e-02,1.279125349397110603e-02,-1.453721829361294404e-02,-1.780735165250909181e-03,1.014561268578499480e-02,5.377654362955570921e-03,7.576301822121773999e-03,1.097310156555046266e-03,6.213719277694315819e-03,-8.425201985965233287e-03,-8.871154345564210078e-03,4.493770535644371969e-03,2.014863770892882933e-03,-1.763917351400591397e-03,-4.125348843602901980e-03,1.068619531972898710e-02,7.271908210847302829e-03
